,0
0,0.011955
1,0.01383
2,0.004417
3,0.00373
4,0.003881
5,0.002026
6,0.002232
7,0.001752
8,0.4421
9,0.001714
10,0.003656
11,0.001502
12,0.002247
13,0.002089
14,0.002045
15,0.003567
16,0.002008
17,0.00217
18,0.001515
19,0.001837
20,0.00162
21,0.001086
22,0.002228
23,0.001005
24,0.001061
25,0.001413
26,0.003578
27,0.00418
28,0.001802
29,0.001932
30,0.0009604
31,0.002039
32,0.001452
33,0.00126
34,0.001068
35,0.0009174
36,0.891
37,0.000852
38,0.00124
39,0.001317
40,0.001118
41,0.0006227
42,0.001396
43,0.002388
44,0.001053
45,0.000934
46,0.003496
47,0.0004363
48,0.0005813
49,0.001037
50,0.001284
51,0.000567
52,0.000877
53,0.000733
54,0.000982
55,0.003418
56,0.0009446
57,0.001625
58,0.0007954
59,0.001229
60,0.005432
61,0.001469
62,0.0009665
63,0.0013685
64,0.001021
65,0.000961
66,0.000856
67,0.001156
68,0.001986
69,0.002481
70,0.001339
71,0.000878
72,0.000879
73,0.00109
74,0.00099
75,0.0007997
76,0.0008636
77,0.000747
78,0.000725
79,0.002941
80,0.01075
81,0.001723
82,0.005177
83,0.003273
84,0.001815
85,0.00103
86,0.001016
87,0.00136
88,0.0013485
89,0.001663
90,0.003128
91,0.0009575
92,0.001107
93,0.0117
94,0.000997
95,0.001049
96,0.001571
97,0.001619
98,0.002535
99,0.001313
100,0.0011
101,0.001514
102,0.001034
103,0.00175
104,0.003902
105,0.002264
106,0.001887
107,0.001356
108,0.001138
109,0.001763
110,0.00451
111,0.0007906
112,0.0007906
113,0.000716
114,0.001062
115,0.0005093
116,0.0012665
117,0.001725
118,0.0008945
119,0.001142
120,0.002249
121,0.001374
122,0.001816
123,0.001829
124,0.002274
125,0.002115
126,0.002188
127,0.001755
128,0.002155
129,0.001599
130,0.000982
131,0.001787
132,0.002045
133,0.001851
134,0.001806
135,0.001739
136,0.001963
137,0.001935
138,0.00415
139,0.001986
140,0.002447
141,0.002096
142,0.001828
143,0.004055
144,0.001257
145,0.001861
146,0.002462
147,0.001395
148,0.001629
149,0.002361
150,0.002687
151,0.001767
152,0.001686
153,0.001603
154,0.001397
155,0.001768
156,0.002752
157,0.015015
158,0.00528
159,0.00658
160,0.005295
161,0.004272
162,0.00636
163,0.00421
164,0.00686
165,0.006756
166,0.006012
167,0.014915
168,0.002455
169,0.00616
170,0.003344
171,0.004093
172,0.00615
173,0.00487
174,0.009125
175,0.002947
176,0.011505
177,0.01185
178,0.00964
179,0.00502
180,0.00698
181,0.01588
182,0.01219
183,0.01067
184,0.010735
185,0.00538
186,0.00651
187,0.00795
188,0.010666
189,0.00821
190,0.00821
191,0.01738
192,0.01834
193,0.0216
194,0.03427
195,0.05438
196,0.03375
