,0
0,0.03226
1,0.03516
2,0.007637
3,0.005043
4,0.006195
5,0.004784
6,0.003963
7,0.003174
8,0.5303
9,0.00323
10,0.0078
11,0.00251
12,0.004845
13,0.005436
14,0.00479
15,0.008606
16,0.00405
17,0.00457
18,0.00399
19,0.003393
20,0.002476
21,0.001825
22,0.005455
23,0.002048
24,0.002132
25,0.002298
26,0.004395
27,0.002714
28,0.001708
29,0.001926
30,0.003292
31,0.007812
32,0.00444
33,0.00289
34,0.002838
35,0.002298
36,0.824
37,0.002047
38,0.003866
39,0.00391
40,0.003181
41,0.002607
42,0.002996
43,0.003904
44,0.002766
45,0.002842
46,0.00849
47,0.001725
48,0.00235
49,0.004303
50,0.005127
51,0.002937
52,0.003012
53,0.002367
54,0.002674
55,0.00868
56,0.002348
57,0.003004
58,0.003138
59,0.003561
60,0.005592
61,0.002048
62,0.002155
63,0.003052
64,0.003107
65,0.003101
66,0.003256
67,0.003052
68,0.004612
69,0.00466
70,0.002092
71,0.002058
72,0.002735
73,0.003773
74,0.003145
75,0.002502
76,0.002892
77,0.003067
78,0.002766
79,0.014145
80,0.055
81,0.009575
82,0.014854
83,0.009766
84,0.006535
85,0.006275
86,0.004753
87,0.0084
88,0.006603
89,0.00601
90,0.008064
91,0.003496
92,0.003353
93,0.02612
94,0.003874
95,0.006874
96,0.01153
97,0.009
98,0.00814
99,0.006874
100,0.005726
101,0.006657
102,0.006256
103,0.006386
104,0.01329
105,0.00757
106,0.011505
107,0.008385
108,0.008965
109,0.009026
110,0.01128
111,0.00421
112,0.005566
113,0.005543
114,0.006195
115,0.003626
116,0.007076
117,0.00909
118,0.00528
119,0.00816
120,0.0327
121,0.02058
122,0.01414
123,0.0261
124,0.03232
125,0.012314
126,0.01002
127,0.02284
128,0.03156
129,0.042
130,0.0749
131,0.0418
132,0.03864
133,0.014015
134,0.01275
135,0.02449
136,0.01848
137,0.01341
138,0.0153
139,0.0472
140,0.06305
141,0.0492
142,0.05768
