,0
0,0.017
1,0.02835
2,0.006702
3,0.004616
4,0.0063
5,0.004353
6,0.003578
7,0.003439
8,0.5186
9,0.00295
10,0.006042
11,0.002352
12,0.004333
13,0.00677
14,0.003544
15,0.006268
16,0.004105
17,0.005596
18,0.005653
19,0.003555
20,0.002975
21,0.001651
22,0.00425
23,0.001986
24,0.002468
25,0.002953
26,0.00452
27,0.002438
28,0.001982
29,0.002003
30,0.004257
31,0.0102
32,0.006325
33,0.002851
34,0.002102
35,0.001742
36,0.839
37,0.001153
38,0.002876
39,0.003126
40,0.002577
41,0.002514
42,0.00201
43,0.002544
44,0.002537
45,0.001905
46,0.006077
47,0.001718
48,0.002739
49,0.004345
50,0.003975
51,0.002954
52,0.003141
53,0.002253
54,0.002623
55,0.007107
56,0.002209
57,0.002306
58,0.003792
59,0.004097
60,0.005497
61,0.002132
62,0.002142
63,0.002836
64,0.004116
65,0.002243
66,0.00857
67,0.001845
68,0.003052
69,0.003616
70,0.002718
71,0.002163
72,0.003143
73,0.002825
74,0.00408
75,0.001704
76,0.001795
77,0.001793
78,0.003265
79,0.01794
80,0.03656
81,0.00887
82,0.00894
83,0.00697
84,0.00561
85,0.00667
86,0.00608
87,0.01097
88,0.006584
89,0.00613
90,0.008095
91,0.004055
92,0.003187
93,0.02455
94,0.00578
95,0.01785
96,0.0306
97,0.0183
98,0.01251
99,0.01927
100,0.02
101,0.0179
102,0.01945
103,0.02278
104,0.0964
105,0.02904
106,0.0755
107,0.04318
