,0
0,0.03214
1,0.0315
2,0.00858
3,0.005928
4,0.00957
5,0.00953
6,0.01013
7,0.006756
8,0.547
9,0.005123
10,0.010925
11,0.005413
12,0.01424
13,0.01633
14,0.00803
15,0.00876
16,0.00639
17,0.01133
18,0.0203
19,0.010216
20,0.005787
21,0.003904
22,0.00546
23,0.00444
24,0.006203
25,0.012085
26,0.007397
27,0.00539
28,0.005287
29,0.006084
30,0.015396
31,0.02571
32,0.01307
33,0.008026
34,0.004494
35,0.003302
36,0.806
37,0.003164
38,0.004417
39,0.006565
40,0.00782
41,0.00807
42,0.007
43,0.00516
44,0.00675
45,0.00548
46,0.0104
47,0.00454
48,0.00877
49,0.01302
50,0.005875
51,0.00679
52,0.005314
53,0.005444
54,0.006035
55,0.00954
56,0.004566
57,0.00504
58,0.010765
59,0.01797
60,0.010826
61,0.00533
62,0.00655
63,0.0102
64,0.0074
65,0.00372
66,0.01008
67,0.006264
68,0.004375
69,0.005665
70,0.005836
71,0.00634
72,0.01144
73,0.01041
74,0.00734
75,0.004345
76,0.00455
77,0.005154
78,0.01144
79,0.0484
80,0.06793
81,0.02733
82,0.01839
83,0.01317
84,0.02354
85,0.0378
86,0.0381
87,0.05215
88,0.0406
89,0.03943
90,0.02565
91,0.02505
92,0.02403
93,0.04425
94,0.1
95,0.1126
