,0
0,0.0305
1,0.02971
2,0.00724
3,0.007015
4,0.00784
5,0.00409
6,0.003368
7,0.002712
8,0.508
9,0.003574
10,0.0056
11,0.002714
12,0.003622
13,0.00496
14,0.004578
15,0.007618
16,0.004555
17,0.006077
18,0.00419
19,0.003738
20,0.007618
21,0.00334
22,0.006355
23,0.004482
24,0.006145
25,0.003464
26,0.00876
27,0.01375
28,0.00427
29,0.0038
30,0.002726
31,0.005882
32,0.004623
33,0.00348
34,0.00684
35,0.00411
36,0.846
37,0.002481
38,0.01003
39,0.003428
40,0.00364
41,0.001791
42,0.002668
43,0.00505
44,0.002872
45,0.00206
46,0.007748
47,0.001382
48,0.00163
49,0.002726
50,0.003532
51,0.00209
52,0.00547
53,0.004326
54,0.005405
55,0.01024
56,0.00431
57,0.005833
58,0.002975
59,0.004364
60,0.01194
61,0.003176
62,0.001689
63,0.002398
64,0.001232
65,0.001722
66,0.001032
67,0.001771
68,0.003347
69,0.0046
70,0.00213
71,0.001541
72,0.00275
73,0.003036
74,0.00269
75,0.003279
76,0.00398
77,0.003664
78,0.002712
79,0.010864
80,0.0465
81,0.00612
82,0.01442
83,0.007996
84,0.004158
85,0.003395
86,0.003521
87,0.005447
88,0.004856
89,0.00516
90,0.01153
91,0.006893
92,0.0093
93,0.02472
94,0.00446
95,0.00498
96,0.00758
97,0.005165
98,0.009346
99,0.004234
100,0.00492
101,0.00643
102,0.004784
103,0.007084
104,0.01113
105,0.00991
106,0.01019
107,0.00766
108,0.00577
109,0.007164
110,0.010605
111,0.00274
112,0.004948
113,0.003794
114,0.006313
115,0.002445
116,0.006958
117,0.00616
118,0.005615
119,0.005722
120,0.01506
121,0.01253
122,0.009834
123,0.02148
124,0.02953
125,0.02284
126,0.02208
127,0.0178
128,0.01865
129,0.02708
130,0.02116
131,0.03745
132,0.0529
133,0.02698
134,0.0473
135,0.0668
136,0.039
