,0
0,0.00982
1,0.01701
2,0.004387
3,0.002932
4,0.00351
5,0.001678
6,0.001261
7,0.001509
8,0.4587
9,0.001371
10,0.003199
11,0.000939
12,0.001062
13,0.001257
14,0.001581
15,0.003082
16,0.001783
17,0.001422
18,0.001059
19,0.001204
20,0.001777
21,0.001221
22,0.00232
23,0.001115
24,0.001125
25,0.001819
26,0.00415
27,0.001945
28,0.001335
29,0.001193
30,0.000704
31,0.001583
32,0.001233
33,0.0007734
34,0.00107
35,0.000824
36,0.866
37,0.0004823
38,0.001259
39,0.001101
40,0.0008554
41,0.0006065
42,0.000631
43,0.00112
44,0.0005045
45,0.000619
46,0.003164
47,0.0003014
48,0.0004606
49,0.0008893
50,0.001299
51,0.0004935
52,0.000774
53,0.000799
54,0.0008745
55,0.004463
56,0.0008407
57,0.001296
58,0.000621
59,0.001356
60,0.00469
61,0.000748
62,0.0006704
63,0.001102
64,0.0009775
65,0.000849
66,0.0007973
67,0.001005
68,0.001838
69,0.00218
70,0.000764
71,0.0007067
72,0.0007763
73,0.001048
74,0.001004
75,0.0009623
76,0.001058
77,0.0009217
78,0.000833
79,0.002558
80,0.00883
81,0.001682
82,0.003315
83,0.00245
84,0.000902
85,0.0008316
86,0.000991
87,0.001537
88,0.001066
89,0.001442
90,0.002974
91,0.0007834
92,0.001005
93,0.012505
94,0.000864
95,0.00115
96,0.001424
97,0.001216
98,0.002075
99,0.000834
100,0.000992
101,0.001617
102,0.001829
103,0.001928
104,0.005287
105,0.0036
106,0.003016
107,0.001692
108,0.001398
109,0.001991
110,0.0041
111,0.000699
112,0.001244
113,0.001129
114,0.001993
115,0.001076
116,0.001937
117,0.002693
118,0.001344
119,0.001597
120,0.002598
121,0.002352
122,0.001863
123,0.003618
124,0.005424
125,0.004448
126,0.003757
127,0.00359
128,0.002394
129,0.003315
130,0.002302
131,0.003267
132,0.00464
133,0.002905
134,0.003355
135,0.003622
136,0.004192
137,0.003067
138,0.005413
139,0.003798
140,0.003002
141,0.002794
142,0.002172
143,0.005062
144,0.002954
145,0.003262
146,0.006474
147,0.002895
148,0.003332
149,0.004887
150,0.007633
151,0.00597
152,0.004322
153,0.003475
154,0.004494
155,0.00379
156,0.004
157,0.0185
158,0.00675
159,0.00804
160,0.00782
161,0.008545
162,0.014465
163,0.009186
164,0.01852
165,0.02284
166,0.03275
167,0.03946
168,0.007454
169,0.01273
170,0.01497
171,0.01231
172,0.02138
173,0.0174
174,0.0329
175,0.02142
176,0.03906
177,0.05646
178,0.0457
179,0.02982
180,0.04083
181,0.04
182,0.101
183,0.10126
