,0
0,0.02036
1,0.03125
2,0.00676
3,0.00541
4,0.006824
5,0.003891
6,0.003918
7,0.003704
8,0.509
9,0.002953
10,0.006496
11,0.002056
12,0.00459
13,0.00721
14,0.00569
15,0.007084
16,0.005486
17,0.0088
18,0.01528
19,0.005993
20,0.004917
21,0.002388
22,0.003775
23,0.003162
24,0.007515
25,0.00778
26,0.01357
27,0.0058
28,0.009476
29,0.00818
30,0.00809
31,0.00809
32,0.005363
33,0.003473
34,0.003384
35,0.002035
36,0.849
37,0.001849
38,0.003345
39,0.004276
40,0.005905
41,0.003546
42,0.003456
43,0.005627
44,0.004547
45,0.002686
46,0.00797
47,0.002031
48,0.003187
49,0.004204
50,0.0031
51,0.002747
52,0.004463
53,0.003311
54,0.005497
55,0.0092
56,0.00526
57,0.009254
58,0.00829
59,0.00985
60,0.01724
61,0.00948
62,0.004932
63,0.004257
64,0.002373
65,0.00179
66,0.003094
67,0.003544
68,0.00421
69,0.005234
70,0.006187
71,0.003675
72,0.005215
73,0.005516
74,0.004253
75,0.003233
76,0.00288
77,0.003994
78,0.004078
79,0.0167
80,0.0366
81,0.014435
82,0.013954
83,0.012276
84,0.01329
85,0.01793
86,0.0155
87,0.02798
88,0.02489
89,0.03183
90,0.033
91,0.032
92,0.04117
93,0.05667
94,0.0559
