,0
0,0.03067
1,0.03488
2,0.00865
3,0.00469
4,0.00542
5,0.004242
6,0.003933
7,0.003044
8,0.506
9,0.002968
10,0.006794
11,0.00246
12,0.00413
13,0.00524
14,0.004223
15,0.01018
16,0.004875
17,0.005104
18,0.004444
19,0.003721
20,0.00271
21,0.0019245
22,0.00515
23,0.002092
24,0.00193
25,0.003023
26,0.004906
27,0.00292
28,0.002026
29,0.001798
30,0.00327
31,0.00922
32,0.00412
33,0.003656
34,0.002337
35,0.00214
36,0.8384
37,0.001333
38,0.003183
39,0.003178
40,0.00244
41,0.001877
42,0.003088
43,0.003359
44,0.002003
45,0.002531
46,0.00925
47,0.00131
48,0.002253
49,0.00424
50,0.00523
51,0.00456
52,0.002611
53,0.002453
54,0.002775
55,0.01007
56,0.002085
57,0.00263
58,0.00246
59,0.004066
60,0.01012
61,0.001902
62,0.001626
63,0.003412
64,0.002758
65,0.00291
66,0.00299
67,0.002104
68,0.004723
69,0.004932
70,0.001773
71,0.001571
72,0.002527
73,0.00445
74,0.004864
75,0.00225
76,0.00271
77,0.00234
78,0.002686
79,0.01764
80,0.04718
81,0.00844
82,0.01645
83,0.01303
84,0.00565
85,0.005283
86,0.004505
87,0.006023
88,0.00647
89,0.006798
90,0.011154
91,0.003824
92,0.003904
93,0.02992
94,0.00421
95,0.00782
96,0.01656
97,0.00983
98,0.01168
99,0.00681
100,0.00753
101,0.007435
102,0.006992
103,0.007412
104,0.01367
105,0.008446
106,0.01477
107,0.00979
108,0.0137
109,0.00975
110,0.01511
111,0.00468
112,0.008385
113,0.00776
114,0.00786
115,0.00449
116,0.00809
117,0.009186
118,0.005646
119,0.011116
120,0.03247
121,0.01993
122,0.01775
123,0.03336
124,0.03625
125,0.013954
126,0.01258
127,0.03384
128,0.03008
129,0.0452
130,0.04044
131,0.0475
132,0.054
133,0.0122
134,0.01556
135,0.02698
136,0.01837
137,0.01692
138,0.02505
139,0.0649
140,0.0892
141,0.04184
