,0
0,0.010185
1,0.02486
2,0.00661
3,0.004353
4,0.00544
5,0.002962
6,0.00252
7,0.0025
8,0.4888
9,0.002321
10,0.00496
11,0.001474
12,0.00261
13,0.00515
14,0.004272
15,0.007557
16,0.00552
17,0.007114
18,0.004898
19,0.00384
20,0.004097
21,0.001703
22,0.00307
23,0.002127
24,0.004402
25,0.00322
26,0.01141
27,0.002684
28,0.00374
29,0.00261
30,0.00264
31,0.004852
32,0.003498
33,0.002563
34,0.002342
35,0.001703
36,0.8687
37,0.001006
38,0.002615
39,0.002594
40,0.003515
41,0.001857
42,0.0023
43,0.00353
44,0.002357
45,0.001864
46,0.00578
47,0.001059
48,0.001153
49,0.002813
50,0.002531
51,0.002886
52,0.00565
53,0.003435
54,0.003405
55,0.00862
56,0.00391
57,0.00426
58,0.003693
59,0.004463
60,0.010086
61,0.004055
62,0.00197
63,0.002129
64,0.001724
65,0.001252
66,0.002413
67,0.002102
68,0.003706
69,0.003471
70,0.00406
71,0.001904
72,0.00213
73,0.002308
74,0.002815
75,0.002369
76,0.00207
77,0.0024
78,0.002085
79,0.008316
80,0.01898
81,0.005657
82,0.00909
83,0.006832
84,0.004646
85,0.004505
86,0.00429
87,0.00779
88,0.00655
89,0.00641
90,0.01112
91,0.005386
92,0.00371
93,0.0204
94,0.00782
95,0.00902
96,0.01022
97,0.01659
98,0.012215
99,0.02681
100,0.03693
101,0.02664
