,0
0,0.4685
1,0.976
2,0.2693
3,0.1846
4,0.2432
5,0.1181
6,0.1071
7,0.1005
8,15.1
9,0.08844
10,0.2094
11,0.06384
12,0.1254
13,0.1826
14,0.1553
15,0.2515
16,0.192
17,0.2404
18,0.1743
19,0.1423
20,0.1411
21,0.0724
22,0.1372
23,0.08734
24,0.1499
25,0.1338
26,0.3118
27,0.1366
28,0.1814
29,0.1283
30,0.1042
31,0.1902
32,0.1249
33,0.08813
34,0.0718
35,0.07043
36,25.86
37,0.04205
38,0.09235
39,0.09174
40,0.1096
41,0.08887
42,0.0892
43,0.10004
44,0.1135
45,0.0759
46,0.2241
47,0.05322
48,0.0643
49,0.1225
50,0.1112
51,0.0857
52,0.1478
53,0.1182
54,0.12134
55,0.344
56,0.1332
57,0.1586
58,0.1373
59,0.1865
60,0.2979
61,0.1588
62,0.0938
63,0.09906
64,0.0685
65,0.06198
66,0.0693
67,0.1007
68,0.14
69,0.1646
70,0.1677
71,0.0888
72,0.1228
73,0.1277
74,0.1203
75,0.0814
76,0.0899
77,0.0879
78,0.1211
79,0.3342
80,0.7524
81,0.2317
82,0.3582
83,0.2798
84,0.1832
85,0.1752
86,0.169
87,0.2235
88,0.2766
89,0.2432
90,0.3682
91,0.1859
92,0.1825
93,0.854
94,0.2327
95,0.3123
96,0.3616
97,0.4097
98,0.398
99,0.4514
100,0.4343
101,0.596
102,0.6357
103,0.961
104,1.931
