,0
0,0.3662
1,0.4236
2,0.1353
3,0.11426
4,0.1189
5,0.062
6,0.06836
7,0.05365
8,13.54
9,0.0525
10,0.112
11,0.046
12,0.0688
13,0.06396
14,0.0626
15,0.10925
16,0.0615
17,0.06647
18,0.04642
19,0.05624
20,0.04962
21,0.03326
22,0.06824
23,0.03079
24,0.0325
25,0.04327
26,0.10956
27,0.128
28,0.0552
29,0.05917
30,0.0294
31,0.06244
32,0.0445
33,0.03857
34,0.0327
35,0.02809
36,27.3
37,0.0261
38,0.03796
39,0.04034
40,0.03424
41,0.01907
42,0.04276
43,0.0731
44,0.03226
45,0.02861
46,0.10706
47,0.01336
48,0.0178
49,0.03174
50,0.0393
51,0.01736
52,0.02686
53,0.02245
54,0.03009
55,0.1047
56,0.02893
57,0.04977
58,0.02435
59,0.03766
60,0.1664
61,0.04498
62,0.0296
63,0.0419
64,0.03128
65,0.02942
66,0.02621
67,0.0354
68,0.06082
69,0.076
70,0.04102
71,0.02689
72,0.02692
73,0.0334
74,0.03032
75,0.02449
76,0.02644
77,0.02289
78,0.0222
79,0.0901
80,0.329
81,0.05276
82,0.1586
83,0.1002
84,0.05557
85,0.03156
86,0.03111
87,0.04166
88,0.0413
89,0.05093
90,0.0958
91,0.02933
92,0.0339
93,0.3584
94,0.03052
95,0.03214
96,0.0481
97,0.0496
98,0.07764
99,0.04022
100,0.03366
101,0.0464
102,0.03165
103,0.0536
104,0.1195
105,0.06934
106,0.0578
107,0.04153
108,0.03485
109,0.05402
110,0.1381
111,0.02422
112,0.02422
113,0.02193
114,0.03253
115,0.0156
116,0.0388
117,0.05283
118,0.02739
119,0.03497
120,0.06885
121,0.04208
122,0.0556
123,0.05603
124,0.06964
125,0.06476
126,0.067
127,0.05374
128,0.066
129,0.04898
130,0.03008
131,0.05472
132,0.0626
133,0.0567
134,0.05533
135,0.05325
136,0.0601
137,0.05927
138,0.1271
139,0.0608
140,0.07495
141,0.0642
142,0.056
143,0.12415
144,0.03848
145,0.05698
146,0.07544
147,0.04272
148,0.0499
149,0.0723
150,0.0823
151,0.0541
152,0.05164
153,0.0491
154,0.0428
155,0.05414
156,0.0843
157,0.4597
158,0.1617
159,0.2015
160,0.1621
161,0.1309
162,0.1947
163,0.129
164,0.2101
165,0.2069
166,0.1841
167,0.4568
168,0.0752
169,0.1887
170,0.1024
171,0.1254
172,0.1884
173,0.1492
174,0.2795
175,0.0903
176,0.3523
177,0.3628
178,0.2954
179,0.1537
180,0.2137
181,0.4866
182,0.3733
183,0.327
184,0.3289
185,0.1647
186,0.1995
187,0.2434
188,0.3267
189,0.2515
190,0.2515
191,0.532
192,0.5615
193,0.6616
194,1.05
195,1.665
196,1.033
