,0
0,0.438
1,0.706
2,0.1925
3,0.12006
4,0.1504
5,0.10333
6,0.08453
7,0.0778
8,12.59
9,0.06665
10,0.1562
11,0.058
12,0.0825
13,0.1004
14,0.0912
15,0.1863
16,0.1057
17,0.1209
18,0.1467
19,0.07587
20,0.0775
21,0.05182
22,0.1065
23,0.0609
24,0.06604
25,0.11914
26,0.1698
27,0.0887
28,0.1415
29,0.0867
30,0.089
31,0.1525
32,0.088
33,0.0629
34,0.0704
35,0.0518
36,20.55
37,0.04156
38,0.07184
39,0.0768
40,0.07404
41,0.0606
42,0.0635
43,0.08514
44,0.06213
45,0.05734
46,0.1975
47,0.03812
48,0.0632
49,0.0793
50,0.0991
51,0.05368
52,0.0749
53,0.0669
54,0.0797
55,0.292
56,0.06088
57,0.0955
58,0.0961
59,0.1415
60,0.48
61,0.08093
62,0.0644
63,0.0909
64,0.0546
65,0.05508
66,0.04807
67,0.04895
68,0.1015
69,0.11743
70,0.0641
71,0.06287
72,0.0952
73,0.0874
74,0.06824
75,0.06174
76,0.0692
77,0.063
78,0.07947
79,0.2245
80,0.6426
81,0.1368
82,0.3132
83,0.2203
84,0.1414
85,0.1332
86,0.08856
87,0.1404
88,0.1245
89,0.1375
90,0.2722
91,0.106
92,0.09705
93,0.732
94,0.1137
95,0.2097
96,0.1978
97,0.1421
98,0.2517
99,0.1685
100,0.1454
101,0.174
102,0.1758
103,0.2072
104,0.369
105,0.2372
106,0.419
107,0.3486
108,0.1992
109,0.2103
110,0.35
111,0.1266
112,0.2
113,0.1539
114,0.2083
115,0.1206
116,0.2194
117,0.2437
118,0.1901
119,0.2678
120,0.3906
121,0.3833
122,0.376
123,0.746
124,1.002
125,0.4019
126,0.3196
127,0.844
128,0.424
129,0.84
130,0.661
131,0.7935
132,1.358
133,0.3745
134,0.417
135,0.942
136,0.5503
137,0.5366
138,0.6177
139,1.349
